Series Name,Series Code,Country Name,Country Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cote d'Ivoire,CIV,48.6439170837402,51.4,50.6790618896484,51.6955146789551,58.9,53.745677947998,54.7862396240234,55.8373031616211,56.8971138000488,57.9639282226563,59.0359878540039,55.8,61.1888618469238,61.9,62.6,64.3,65.6,66.9911804199219,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Croatia,HRV,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cuba,CUB,96.2253036499023,95.5,96.6644439697266,96.8514175415039,97.0133743286133,97.1592178344727,97.300537109375,97.4489135742188,97.6159439086914,97.8131942749023,98.0522537231445,98.3413009643555,98.6748504638672,99.0439910888672,99.439826965332,99.8534622192383,99.928352355957,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Curacao,CUW,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cyprus,CYP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Czech Republic,CZE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Denmark,DNK,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Djibouti,DJI,56.4147834777832,49.7,56.3981628417969,56.357250213623,56.2913208007813,55.5,56.1227226257324,56.0432205200195,55.9823608398438,55.9517288208008,55.9629096984863,54.6,56.1297340393066,56.4197654724121,57.531120300293,58.6942405700684,60.2,60.3954467773438,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominica,DMA,82.3534088134766,87.7,85.0282669067383,86.3330917358398,87.6128997802734,88.8766021728516,90.1357803344727,90.9,92.686897277832,94.0019989013672,95.3589248657227,96.7658233642578,98.2172241210938,99.704216003418,99.8146362304688,99.9815139770508,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominican Republic,DOM,89.791362,89.749814,89.173808,90.316567,90.141224,90.118148,96.876342,97.576197,97.85776,98.145414,97.898872,97.86705,98.385853,98.470979,98.560364,98.9,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ecuador,ECU,93.9085388183594,94.2798080444336,94.973044,94.9616165161133,95.83265,96.315259,96.812618,97.206576,96.470862,97.462142,96.872699,97.194929,98.034674,98.976067,98.825883,98.7,99.2,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Egypt, Arab Rep.",EGY,97.3819427490234,97.6025390625,98.8,97.9829864501953,99.4,99.04,98.4070358276367,99.8,98.7057266235352,99.1528930664063,99.4522476196289,99.7,99.731201171875,99.8,99.3,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,El Salvador,SLV,87.063829,87.54906,86.961151,87.357045,87.525839,89.201467,91.109558,91.000227,91.08402,91.580238,92.574686,93.680571,95.043105,95.125416,95.4,96,96.8,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,66.1,65.6772308349609,65.8435363769531,66.0454330444336,66.2740325927734,66.5204238891602,66.7757186889648,67.0325012207031,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Eritrea,ERI,30.3404655456543,32.2,32.5208282470703,33.5784111022949,34.6109733581543,35.6274261474609,36.6393585205078,37.6583442687988,38.6959800720215,39.7638397216797,40.8735122680664,42.0331687927246,43.2373199462891,44.4770736694336,45.7435188293457,47.0277671813965,48.320915222168,49.6155433654785,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Estonia,EST,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Eswatini,SWZ,26.9,25.7890796661377,28.6615943908691,31.5108871459961,34.3351631164551,35.2,39.9469680786133,42.7576675415039,38.6,45.5523376086057,51.6850929260254,55.2992668151855,58.6729621887207,65,65.8135452270508,69.5853652954102,73.5,76.5039825439453,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ethiopia,ETH,25.5699501037598,26.467643737793,27.3465824127197,28.2022972106934,14,29.8475818634033,79.9308806503791,31.4747695922852,32.3105354309082,33.1765327453613,23,35.0421295166016,36.0444145202637,27.2,29,42.9,44.3,44.9799575805664,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Faroe Islands,FRO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Fiji,FJI,77.0728378295898,79.63,80,80.8835144042969,82.1069793701172,83.3143463134766,88.9,86.16,86.9556198120117,89.0069274902344,90.1521224975586,91.1318054199219,91.75,93.6912612915039,95.1486129760742,96.6237716674805,96,99.5933609008789,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Finland,FIN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,France,FRA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,French Polynesia,PYF,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gabon,GAB,76.5015716552734,77.4398956298828,78.3594665527344,79.2558135986328,81.6,80.9823684692383,81.8330612182617,82.6908187866211,83.5672149658203,92.2313461303711,90.4978866577148,89.3,86.4,88.5421447753906,89.6473541259766,90.7703704833984,91.9022827148438,93.0356826782227,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Gambia, The",GMB,29.8789520263672,31.5086727142334,27.8,34.7073783874512,30.4562675012354,37.8167152404785,39.3588066101074,40.9079551696777,42.4757499694824,47.2740135192871,48.9028778076172,50.3662223815918,51.5,52.8587913513184,54.4280319213867,56.0490341186523,56.2,60.3,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Georgia,GEO,..,99.9,98.9401397705078,99.0190887451172,97.9350541215654,99.1108322143555,99.1441268920898,99.1844863891602,99.2434768676758,99.3327026367188,99.6476364135742,100,99.8974075317383,100,99.9918899536133,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Germany,DEU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ghana,GHA,46.6314353942871,48.6758575439453,48.3,52.7039642333984,54.6813850402832,55.0934500757703,58.5994911193848,60.5,62.5458335876465,64.2,64.06256,69.2180709838867,70.7,78.3,75.7182388305664,79.3,79,82.3945770263672,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gibraltar,GIB,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greece,GRC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greenland,GRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Grenada,GRD,86.3833160400391,86.7925415039063,87.1830062866211,87.5502548217773,87.8924789428711,88.2185974121094,88.5401916503906,90,89.2161407470703,89.5936660766602,88.8,90.4823226928711,90.9961395263672,91.5455551147461,92.4674072265625,93.6172790527344,94.534912109375,95.2919845581055,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guam,GUM,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guatemala,GTM,73.7837829589844,78.667838,78.512204,77.3105392456055,78.4393692016602,83.730998,80.6602935791016,81.7755584716797,82.9094619750977,84.0735931396484,84.026414,86.5354614257813,87.8358840942383,85.494371,90.5346298217773,91.9151458740234,93.3,94.6954650878906,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea,GIN,16.7780532836914,18.0026664733887,19.2085247039795,20.3911590576172,20.2,22.6902847290039,23.8272705078125,24.9713134765625,26.1340007781982,27.3269157409668,28.5616416931152,26.2,31.1755599975586,32.5403633117676,33.9318656921387,33.5,35.4,44,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea-Bissau,GNB,..,..,..,..,..,14.5361990950226,8.02470779418945,9.29649448394775,4.7,6,13.2700548171997,14.6825084686279,16.1394596099854,17.2,20.2964935302734,23.2933483123779,26,28.6620216369629,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guyana,GUY,75.1512832641602,75.7642059326172,76.3583755493164,76.929313659668,77.5,73.3825878594249,78.5303497314453,79.0626983642578,77.6,82.3978424072266,83.7841720581055,85.0049819946289,85.9853134155273,86.9,88.3391723632813,89.7176361083984,90.8638610839844,91.8495254516602,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Haiti,HTI,31.542382,33.2892532348633,31.6,34.3851356506348,34.8964500427246,33.9,35.8823318481445,36.380069732666,36.8964500427246,37.4430618286133,38.0314826965332,37.9,39.3527870178223,40.0712890625,40.9844589233398,40.4,43.8,45.277889251709,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Honduras,HND,64.2,63.141137,65.090464,67.113528,68.903309,71.266448,73.548187,76.396899,78.269685,80.984668,82.195298,83.607727,87.184881,88.653773,89.98171,91.6,86.5,91.88720703125,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Hong Kong SAR, China",HKG,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Hungary,HUN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iceland,ISL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,55.8,62.3,64.1798400878906,64.4,67.4434356689453,67.9,70.6452713012695,72.2509918212891,75,76.3,67.6,79.9,80.7915420532227,83.5347213745117,88,89.6719207763672,92.6,95.2358551025391,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Indonesia,IDN,86.26,87.6,87.94,89.01,85.6768646240234,90.62,91.1,92.73,93.55,94.15,94.83,96,96.4642583061542,97.01,97.5373674369822,97.62,98.14,98.51,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Iran, Islamic Rep.",IRN,97.8078079223633,97.9949035644531,98.1632385253906,98.3083572387695,98.4284515380859,98.4,98.6319046020508,98.7384262084961,98.8635940551758,99.0189819335938,99.216194152832,99.46337890625,99.7550659179688,100,99.9846954345703,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iraq,IRQ,..,..,..,..,..,97.6221115649304,98.1,97.9187927246094,98.0071792602539,98.1257934570313,98,99.3,98.7515411376953,99.0420532226563,99.3592529296875,99.6942596435547,99.9098510742188,99.9,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ireland,IRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Isle of Man,IMN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Israel,ISR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Italy,ITA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jamaica,JAM,87.708112,86.681291,86.7273101806641,87.4589691162109,88.1656188964844,88.8561553955078,89.5421676635742,92,90.9469604492188,92.2,91.1,93.1,93.9,93.3,94.9,96.9973373413086,97.9645614624023,98.9332809448242,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Japan,JPN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jordan,JOR,98.7697372436523,99.5,98.8999633789063,99.173436820348,98.9399642944336,98.9313507080078,98.8,98.9121322631836,99.4,98.9674911499023,99.1481246948242,99.5,99.3657608032227,99.5804443359375,99.8218231201172,99.9292373657227,100,99.9,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kazakhstan,KAZ,99.1795883178711,99.2696914672852,99.3410415649414,99.38916015625,99.4122695922852,99.766547651744,99.4217376708984,99.431266784668,100,99.5178451538086,99.7974683544304,99.7927017211914,99.904296875,99.9762573242188,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kenya,KEN,17.5303230285645,19.6816673278809,16,23.9236240386963,26.0079708099365,28.0762119293213,30.1399269104004,32.2107009887695,23,19.2,38.5812225341797,40.7926635742188,43.0486030578613,36,41.6,65.4,63.5890884399414,75,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kiribati,KIR,..,..,..,..,69.6764054575327,68.8,67.4731979370117,69.8460922241211,64.19,63.1677367075983,77.1229705810547,79.6365356445313,82.1945877075195,84.7882461547852,90.5581814089579,93.5708160400391,98.6,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,26,29.4645214080811,31.721019744873,34.0275001525879,36.3784790039063,38.7650527954102,41.1783256530762,43.6093978881836,46.0493698120117,48.4908256530762,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Korea, Rep.",KOR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,99,100,100,100,100,100,100,99.8,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kuwait,KWT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kyrgyz Republic,KGZ,99.7673950195313,100,99.747314453125,99.7046737670898,99.4423076923077,99.5532455444336,99.4649505615234,99.3837203979492,99.3211288452148,99,99.4305419921875,99.8,99.5400695800781,99.8,99.8023147583008,99.9218292236328,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lao PDR,LAO,45.9060325622559,46.3,48,54.2388381958008,57.2,57.0410587037665,62.3946495056152,66,67.8478469848633,70.6139907836914,70,76.3666277465237,79.4735412597656,83.0171127319336,89.7,90.7551040649414,93.6,97.9198226928711,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latvia,LVA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lebanon,LBN,..,..,..,99.9,99.6017608642578,99.3838170909681,99.9,99.9,99.7856674194336,99.8782577514648,99.6840109542869,99.9923934936523,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lesotho,LSO,1.4139130115509,3.53884363174438,5.64502000808716,6.8,9.78590774536133,9.7,13.8650350570679,15.9093961715698,17,17,22.2006778717041,20.56,26.6152305603027,27.8,31.8150539398193,35.28564453125,33.7,47,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Liberia,LBR,..,..,..,..,..,..,3,1.24338209629059,1.9,5.18985843658447,4.1,9.30016899108887,9.8,9.4,16.1107311248779,19.8,24.2,25.9182662963867,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Libya,LBY,97.0607604980469,95.3718795776367,93.6642379760742,91.9333801269531,90.1774978637695,88.4055099487305,86.6289978027344,84.8595428466797,83.1087341308594,81.3881530761719,79.7093811035156,78.0805892944336,76.4962997436523,74.9476089477539,73.4256134033203,71.9214172363281,70.4261245727539,67,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Liechtenstein,LIE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Lithuania,LTU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Luxembourg,LUX,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Macao SAR, China",MAC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Madagascar,MDG,14.8,14.48561668396,20.3,15.3098516464233,15.6853399276733,16.0447196960449,16.3995742797852,16.7614879608154,17.4,17.5528316497803,14.3,18.5080108642578,12.9,19.6377620697021,20.2471370697021,22.9,24.1,25.9078121185303,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malawi,MWI,5.11016511917114,5.55880260467529,6.2,6.9,6.77698755264282,3.65322733295476,7.50352907180786,7.8715968132019,8.25830841064453,8.7,7.6,7.4,9,11.9,10.8,11,12.7,18.02,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,99.3,99.2311859130859,99.5070953369141,99.8,99.9274368286133,99.9895629882813,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Maldives,MDV,87.5333404541016,88.4616622924805,89.3712310791016,90.2575836181641,91.1189117431641,91.9641265869141,92.8048248291016,93.6525726318359,99.9,99.1093292236328,99.4526519775391,99.6304626464844,99.5677947998047,100,99.8356552124023,99.9652404785156,99.8,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mali,MLI,10.8,13.1761312484741,15.048638343811,16.8979225158691,18.722188949585,16.6,22.3339786529541,24.1446704864502,24.0308958348372,27.8335704803467,29.7349452972412,25.6,33.6821594238281,35.7136154174805,37.6,41.2377777099609,43.1,50.9,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malta,MLT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Marshall Islands,MHL,70.0790710449219,71.5904693603516,73.0831146240234,74.5525436401367,75.9969482421875,77.4252471923828,72.3,80.2798461914063,81.7293243408203,88.9889144897461,89.919606785433,90.6328430175781,91.1315765380859,91.677131652832,92.5222244262695,93.4190902709961,94.6490020751953,96.3554763793945,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mauritania,MRT,22.2,21.6172542572021,22.9939422607422,24.3474063873291,18.2,26.9881916046143,33.0405405405405,30,30.9443950653076,33.6674308776855,35.1350479125977,36.4371452331543,37.4987716674805,38.8,39.5,41.4749565124512,42.9,44.526912689209,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mauritius,MUS,99.4514770507813,99.4,99.1305999755859,98.9375610351563,98.7195053100586,98.4853363037109,98.2466430664063,98.0150146484375,97.8020248413086,100,99.4,97.3873519897461,97.3408889770508,97.3300170898438,97.3458404541016,97.3794708251953,97.4219970703125,97.4660034179688,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mexico,MEX,97.1879043579102,97.897085,97.5741729736328,98.597701,98.932728,99.11416,98.1045074462891,98.914037,98.3670272827148,99.236696,99.1445693969727,99.111637,99.3201751708984,99.172928,99,99.5,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Micronesia, Fed. Sts.",FSM,48.4435157775879,50.2514343261719,52.0405960083008,53.8065376281738,55.5474624633789,57.272274017334,58.9925651550293,60.719913482666,62.4659042358398,64.5315202481064,67.1521224975586,69.3561096191406,71.3196258544922,73.3299560546875,75.6398315429688,78.0014724731445,80.1308822631836,82.099723815918,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Moldova,MDA,..,99,100,99.1,98.6,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Monaco,MCO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mongolia,MNG,71.7931823730469,72.8867111206055,76.3,75.0130386352539,86.2,77.0499954223633,78.0558929443359,79.06884765625,80.1004486083984,78.502080443828,72.0570749108204,83.419548034668,81.2,85.8513870239258,88.0488510131836,91.062370300293,93.8436584472656,98.1,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Montenegro,MNE,..,..,..,..,99.830220713073,100,100,100,100,100,99,100,99.7,97.7,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Morocco,MAR,71.6749649047852,73.669792175293,75.645866394043,78.2,79.5265426635742,96.5,83.345458984375,85.2597122192383,87.1926116943359,91.5135498046875,92.7163162231445,93.7535629272461,97.2,91.6,99.6117553710938,99.7435684204102,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mozambique,MOZ,5.7,8.48530292510986,8.1,10.9140014648438,12.0917205810547,13.2533311843872,12.4,13.5712238463743,15,17.9900646209717,20.2,21.4001407623291,22.781946182251,24.8,24,27.7186756134033,29.26637840271,31.1,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Myanmar,MMR,..,47,45.2642059326172,46.3459053039551,47.4025840759277,48.4431571960449,49.4792022705078,50.5223083496094,51.584056854248,48.8,53.8098258972168,54.9935989379883,56.221866607666,52,60.5,55.6,69.8148365975088,66.2645721435547,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Namibia,NAM,36.0293388366699,37.0144424438477,37.9807929992676,38.9239196777344,39.8420257568359,40.744026184082,43.7,42.5460357666016,44.1,44.4226226806641,42.3,46.4630432128906,47.4,48.678035736084,51.6,49.7,52.5,53.8738746643066,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nauru,NRU,..,..,..,..,..,..,99.8,99.1563415527344,99.066520690918,99.0069198608398,99,99.0213394165039,99.098030090332,99.2103271484375,99,99.5061111450195,99.6717987060547,99.8389739990234,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nepal,NPL,24.6,35.281867980957,39.0460205078125,37.2,46.5028610229492,51.2,53.8979377746582,57.6002769470215,61.3212585449219,68.6,67.26,74.9439544677734,78.2463607788086,84.9,85.2443618774414,90.7,92.4131927490234,93.92,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Netherlands,NLD,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Caledonia,NCL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Zealand,NZL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nicaragua,NIC,72.22158,74.1853561401367,74.8359756469727,75.4633636474609,73.821815,76.6520004272461,77.2337417602539,77.8225402832031,77.916313,79.0676498413086,79.7471313476563,80.4766006469727,81.2505645751953,81.853073,83.6819152832031,85.3556060791016,86.8,88.0779571533203,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Niger,NER,8.43174839019775,8.9560489654541,9.46159553527832,9.94391918182373,7.1,9.3,11.2790927886963,11.7228240966797,12.1851997375488,12.9348926544189,14.3,14.4,15.1423692703247,15.709527015686,16.6,17.4946937561035,18.18092918396,17.6,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nigeria,NGA,43.7422409057617,44.6141128540039,52.2,46.297119140625,47.101993560791,47.8907623291016,50.1309194284432,50.3,50.2762489318848,48,55.9,53.2793312072754,55.6,54.9188957214355,52.5,59.3,54.4,56.5,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,North Macedonia,MKD,..,..,..,..,..,99,100,99.2,99.2,100,99.7261638038337,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Northern Mariana Islands,MNP,100,100,99.9993591308594,99.9912643432617,99.9594879150391,99.895133972168,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Norway,NOR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Oman,OMN,100,100,100,100,100,99.9998168945313,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Pakistan,PAK,70.4313812255859,70.4791564941406,70.5077209472656,70.5121536254883,70.490608215332,70.4535675048828,70.4146041870117,70.3872833251953,70.3851699829102,70.4218444824219,70.5071563720703,70.6360931396484,70.799934387207,70.9899444580078,71.1974105834961,71.4135971069336,70.79,71.0915467008027,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Palau,PLW,..,..,..,..,98.9165073295092,98.3688507080078,98.3723068237305,98.3828201293945,98.411979675293,98.4713668823242,98.5725708007813,97.6304263093788,98.91943359375,99.8103,99.4086837768555,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Panama,PAN,81.9194946289063,82.8730773925781,87.8,84.7195205688477,85.6061096191406,86.4765930175781,87.3425521850586,88.2155685424805,89.1072311401367,86.85,90.9928207397461,92.0065078735352,89.1,94.1584625244141,95.278938293457,96.7742462158203,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Papua New Guinea,PNG,10.7800149917603,12.8877000808716,14.9766311645508,17.0423374176025,19.0830268859863,12.4,23.1276626586914,25.1547794342041,17.2,19.5,31.394323348999,33.5621070861816,35.7743835449219,39.487907409668,44.4752082824707,49.4,54.4,58.967357635498,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Paraguay,PRY,91.04207,91.666443,92.558399,93.249876,94.686886,96.749045,96.452771,96.677896,96.891335,97.43086,98.23656,97.835616,99.015884,99.000716,99.331532,98.4,99.3,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Peru,PER,72.113111,74.382688,74.380966,75.692357,77.173645,80.157275,81.988131,84.678343,86.42432,88.123061,89.707491,91.099508,92.135365,92.919989,93.852179,94.2,94.8,95.2,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Philippines,PHL,75.868034362793,76.9507751464844,76.6,87.6,80.0712738037109,81.0709075927734,82.0660247802734,83.3,84.0890121459961,85.2219009399414,87.2,87.4070663452148,87.5,89.7860260009766,89.08,92.3030853271484,93,94.8572311401367,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Poland,POL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Portugal,PRT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Puerto Rico,PRI,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Qatar,QAT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
